game_name	relise_year	func_name	ext_list	script_name	com1	com2
SexGameDevil games	Page not found!	_QuickBMS		\data\scripts\sexgamedevil.bms		
Shade: Wrath of Angels		_GAUP	RES Files (*.RES)|			
Shades of Death: Royal Blood	Page not found!	_QuickBMS		\data\scripts\vogat.bms		
Shadow  series	Page not found!	_QuickBMS	imageblock.bin file (imageblock.bin)|	\data\scripts\fps_creator_imageblock.bms		
Shadow Force: Razor Unit	2002	_QuickBMS		\data\scripts\funlabs.bms		
Shadow Man Remastered (Remastered)	2021	_ZIP	KPF Files (*,kpf)|			
Shadow Man: 2econd Coming	Page not found!	_QuickBMS		\data\scripts\shadowman_2econd.bms		
Shadow of Memories (XBOX)	Page not found!	_QuickBMS	(game.wad -r default.xbe)|	\data\scripts\shadow_of_memories_xbox.bms		
Shadow of the Tomb Raider	2018	_QuickBMS	TIRER Files (*.tiger)|	\data\scripts\tomb_raider_tafs.bms		
Shadow War	Page not found!	_QuickBMS		\data\scripts\waygames.bms		
Shadow Warrior		_GAUP	WAD Files (*.WAD)|			
Shadow Warrior		_ZIP				
Shadow Warrior 2	2016	_QuickBMS		\data\scripts\shadow_warrior_2.bms		
Shadowbane: Throne of Oblivion		_ZIP				
Shadowcaster	1993	_idTech				
Shadowrun	2007	_QuickBMS		\data\scripts\shadowrun.bms		
Shadows: Heretic Kingdoms	2014	_QuickBMS		\data\scripts\shadows_hk.bms		
Shaiya	Page not found!	_QuickBMS		\data\scripts\shaiya.bms		
Shantae and the Pirates Curse	Page not found!	_QuickBMS		\data\scripts\scooby_looney.bms		
Shantae Half-Genie Hero	Page not found!	_QuickBMS		\data\scripts\shantae_halfgenie_hero.bms		
Shaolin Plus Online	Page not found!	_QuickBMS		\data\scripts\shaolin_plus.bms		
Shapium	Page not found!	_QuickBMS	paq file (*.paq)|	\data\scripts\10tons.bms		
SHARK	2018	_Construct				
Shark: Hunting the Great White		_ZIP				
SharpShooter3D	2018	_idTech				
Shattered Horizon	2009	_QuickBMS		\data\scripts\futuremark.bms		
Shaun White Snowboarding	2008	_Anvil				
Shawy Adventures	2019	_Godot				
Sheep Raider	дата	_QuickBMS	SDW File (*.sdw)|	\data\scripts\sheep_raider_sdw.bms		
Shell Out Showdown	2021	_ZIP	Love2D Engine Files (*.love; *.exe)|			
ShellShock	Page not found!	_QuickBMS		\data\scripts\shellshock67.bms		
Shellshock (Sega Saturn)	Page not found!	_QuickBMS		\data\scripts\sega_audio.bms		
Shellshock 2: Blood Trails	2009	_Asura				
Shellshock Nam` 67	Page not found!	_QuickBMS		\data\scripts\shellshock_nam67.bms		
Shenmue III 	2020	_Unreal4	0x083825D664477DF45EDBF6331FE050FBDCBC3024794D7716252BED1597417A48			
Sherlock Holmes vs Arsene Lupin	Page not found!	_QuickBMS		\data\scripts\sherlock_lupin.bms		
Sherlock Holmes vs Jack the Ripper	2009	_QuickBMS		\data\scripts\sherlock_holmes_jack_ripper.bms		
Sherlock Holmes: Nemesis	Page not found!	_QuickBMS		\data\scripts\sherlock_lupin.bms		
Sherlock Holmes: The Mystery of the Mummy		_GAUP	PAK Files (*.PAK)|			
Shin Megami Tensei Nocturne	2003	_QuickBMS		\data\scripts\shin_megami_tensei.bms		
Shin Megami Tensei: Devil Summoner (PSP)	Page not found!	_QuickBMS	BIN File (*.bin)|	\data\scripts\shin_megami_tensei_bin.bms		
Shinkon Gattai Godannar	Page not found!	_QuickBMS	bin file (*.bin)|	\data\scripts\add_pac.bms		
Ship, The		_QuickBMS		\data\wcx\TotalObserver.wcx		
Shockwave Director	Page not found!	_QuickBMS		\data\scripts\shockwave.bms		
Shoecake games	Page not found!	_QuickBMS		\data\scripts\shoecake.bms		
Shogo: Mobile Armor Division 	1998	_LithTech				
Shonen Idle Z	Page not found!	_Chromium				
Shoot Many Robots	2012	_QuickBMS		\data\scripts\shoot_many_robots.bms		
Shooting Dangerous	Page not found!	_QuickBMS		\data\scripts\qp_shooting_dangerous.bms		
Shop Tycoon The Boss	2018	_Godot				
ShotOnline	Page not found!	_QuickBMS		\data\scripts\shotonline.bms		
Showdown: Legends of Wrestling	Page not found!	_QuickBMS	dr file (*.dr)|	\data\scripts\DR_ShowdownLegendsOfWrestling.bms		
Shrak 	1997	_idTech				
Shrek (LMP) (Xbox)	Page not found!	_QuickBMS		\data\scripts\shrek_lmp.bms		
Shrek 2	2004	_QuickBMS		\data\scripts\shrek2.bms		
Shrek Smash n' Crash Racing	Page not found!	_QuickBMS		\data\scripts\shrek_smash_crash.bms		
Shrek SuperSlam	2005	_QuickBMS		\data\scripts\shrek_superslam.bms		
Shrine	2020	_idTech				
Shrine II	2020	_idTech				
Shuihu/水浒无双	Page not found!	_QuickBMS		\data\scripts\shuihu.bms		
Shura Road Online/XLD/修罗道OL	Page not found!	_QuickBMS		\data\scripts\shura_xld.bms		
Shurado v1.2.1		_Unreal4	0x29497CD10FB94564D2594A00ADE9687076A9CB5C6ABD1A0C3C48F4683D2ED57F			
Shurufa	Page not found!	_QuickBMS		\data\scripts\shurufa.bms		
Shushan Jianxia	Page not found!	_QuickBMS		\data\scripts\shushan_janxia.bms		
Silent Hill 2 (AFS)	2001	_GAUP	AFS Files (*.AFS)|			
Silent Hill 3		_GAUP	AFS, ARC, TEX Files (*.AFS; *.ARC; *.TEX)|			
Silent Hill 4: The Room		_GAUP	BIN Files (*.BIN)|			
Silent Hill: Alchemilla	2015	_Source				
Silent Hill: Origins	2007	_QuickBMS		\data\scripts\silent_hill_origins.bms		
Silent Hill: Shattered Memories	2009	_QuickBMS		\data\scripts\silent_hill.bms		
Silent Nights: The Pianist	Page not found!	_QuickBMS		\data\scripts\silent_nights.bms		
Silicon Lust (alpha)		_Unreal4	0x278E39DD9BB1B4847365EEB1D2D4E2DE223E32EE6FEEC719779A0FBFA436E46A			
Silicon Rising		_Unreal4	0x4610901CE4C4274AF9B88E1821C04284067CAAAC798B6220BDD800FD1BE2510E			
Silicone-2	2015	_Godot				
Silk Roads: Caravan Kings	2020	_Godot				
Silver Strike Arcade	Page not found!	_QuickBMS		\data\scripts\silver_strike_arcade.bms		
Silver Wings	2005	_QuickBMS		\data\scripts\silver_wings.bms		
Sim Theme Park	1999	_QuickBMS		\data\scripts\SDT.bms		
Sim Theme Park audio (SDT)	Page not found!	_QuickBMS		\data\scripts\Sim_Theme_Park_audio_SDT.bms		
SimCity 3000		_GAUP	DAT, IFX, SC3, SCT, ST3 Files (*.DAT; *.IFX; *.SC3; *.SCT; *.ST3)|			
Simon the Sorcerer 2	Page not found!	_QuickBMS		\data\scripts\simon_sorcerer_2.bms		
Simon the Sorcerer's Pinball	Page not found!	_QuickBMS		\data\scripts\simon_sorcerer_pinball.bms		
Simona's Requiem	2021	_Godot				
Simple Fear	2020	_Construct				
Simple V: Vol. 1 The Docodemo Gal Mahjong\どこでもギャル麻雀	Page not found!	_QuickBMS		\data\scripts\simplev.bms		
Simple Wii series	Page not found!	_QuickBMS		\data\scripts\jh_wpbb.bms		
Simpsons Arcade	Page not found!	_QuickBMS		\data\scripts\simpsons_arcade.bms		
Simpsons Game, The (PS2, PSP, Wii)	2007	_Asura				
Simpsons Game,The (STR)	Page not found!	_QuickBMS		\data\scripts\simpsons_str.bms		
Simpsons Road Rage	Page not found!	_QuickBMS	ATD, RCF, ATG files(*.atd -r *.rcf*.atg)|	\data\scripts\atg_core_cement.bms		
Simpsons Wrestling	Page not found!	_QuickBMS		\data\scripts\simpsons_wrestling.bms		
SimRaceway (MAS)	Page not found!	_QuickBMS		\data\scripts\Mechwarrior_4_Merc_MW4.bms		
Simraceway (SRW)	Page not found!	_QuickBMS		\data\scripts\simraceway.bms		
Sims 2	Page not found!	_QuickBMS	ARC File (*.arc)|	\data\scripts\sims2_arc.bms		
Sims 2 (GameCube)	Page not found!	_QuickBMS		\data\scripts\sims2_gc.bms		
Sims 2 (PSP)	Page not found!	_QuickBMS		\data\scripts\sims2_psp.bms		
Sims Bustin'Out	Page not found!	_QuickBMS		\data\scripts\sims_bustin_out.bms		
SiN 	1998	_idTech				
Sin & Punishment 2: Successor to the Sky (ARC)	Page not found!	_QuickBMS		\data\scripts\sin_punishment_2.bms		
SiN Episodes: Emergence	2006	_Source				
SiN: Wages of Sin 	1998	_idTech				
Single legend/单机群侠传 (LUA)	Page not found!	_QuickBMS	LUA File (*.lua)|	\data\scripts\kdqht_lua.bms		
Singles: Flirt Up Your Life		_ZIP				
Sinistar Unleashed	1999	_QuickBMS		\data\scripts\sinistar_unleashed.bms		
Sinister Halloween	2019	_Unreal4	0x2E59AB633B382345AF6AD4617A68C4C9536380C65CE10A8004FA8293951A4AB0			
Siren	2003	_QuickBMS		\data\scripts\siren.bms		
Siren 2	Page not found!	_QuickBMS		\data\scripts\siren_2.bms		
Siren Blood Course (PS3)	Page not found!	_QuickBMS		\data\scripts\siren_blood_course.bms		
SIT DOWN, PLEASE	2021	_Godot				
SIWA Siemens patches	Page not found!	_QuickBMS		\data\scripts\siwa.bms		
Six	Page not found!	_QuickBMS	imageblock.bin file (imageblock.bin)|	\data\scripts\fps_creator_imageblock.bms		
SJ-19 Learns To Love	2021	_Godot				
Skate 3	Page not found!	_QuickBMS		\data\scripts\skate3.bms		
Ski Alpin series	Page not found!	_QuickBMS		\data\scripts\49games.bms		
Ski Jumping 2007	Page not found!	_QuickBMS		\data\scripts\rtl_ski_fin.bms		
Ski Region Simulator	Page not found!	_QuickBMS		\data\scripts\giants_software.bms		
Skisprung Winter Cup 2005 (PAK)	Page not found!	_QuickBMS		\data\scripts\party_of_sin.bms		
SKULLMASTER'S ARENA	2020	_ZIP	Love2D Engine Files (*.love; *.exe)|			
Skunny Kart (LID)	дата	_QuickBMS		\data\scripts\LID.bms		
Skunny: Back To The Forest (LID)	дата	_QuickBMS		\data\scripts\LID.bms		
Skunny: Desert Raid (LID)	дата	_QuickBMS		\data\scripts\LID.bms		
Skunny: Lost In Space (LID)	1994	_QuickBMS		\data\scripts\LID.bms		
Skunny: Save Our Pizza (LID)	Page not found!	_QuickBMS		\data\scripts\LID.bms		
Skunny: Wild West (LID)	Page not found!	_QuickBMS		\data\scripts\LID.bms		
Sky Odyssey	дата	_QuickBMS		\data\scripts\sky_odyssey.bms		
SkyDrift	2011	_QuickBMS		\data\scripts\skydrift.bms		
Skyrim, The Elder Scrolls V LE\SE\AE	2011	_Bethesda				
SlackPackFile	Page not found!	_QuickBMS		\data\scripts\slackpackfile.bms		
Slap The Rocks	2021	_Construct				
Slash Roll	2020	_Godot				
Slave Zero		_ZIP				
Slaves of Rome		_Unreal4	0xC3AEC3423C1676D9CFA5A5F3CB81DDF95CE7DF7B79CCFB0DE58CF48A5947395A			
Sleep Walkers	Page not found!	_QuickBMS		\data\scripts\sleep_walkers.bms		
Sleeping Dogs	2012	_QuickBMS		\data\scripts\sleeping_dogs.bms		
Sleeping Dogs (Xbox 360)	2012	_QuickBMS	(SFX.pck)|	\data\scripts\sleepeng_dogs_x360.bms		
Sleeping Girl	Page not found!	_QuickBMS		\data\scripts\xaya.bms		
Slightly Magic - 8bit Legacy Edition	2016	_Construct				
Slime Climb	2020	_Godot				
Slime with a Sword	2020	_Godot				
Slimesphere	2020	_Godot				
Sluggy Jean Takes a Hike	2020	_Godot				
Sly Cooper	Page not found!	_QuickBMS		\data\scripts\sly_wal.bms		
small pixel	2018	_Godot				
Small Press Tycoon	2021	_Godot				
Smart Bomb Interactive	Page not found!	_QuickBMS		\data\scripts\smart_bomb_xpc.bms		
Smash Online (NPK)	2008	_QuickBMS		\data\scripts\smash_online.bms		
Smash Pixel Racing	2016	_Construct				
Smashball	2009	_Source				
Smelted Kin	2020	_Godot				
SMSI WWAN	Page not found!	_QuickBMS		\data\scripts\smsiwwan.bms		
Snail Mail	2004	_QuickBMS		\data\scripts\snail_mail.bms		
Snakes Life, A	дата	_QuickBMS		\data\scripts\snakes_life.bms		
Snakes Subsonic	Page not found!	_QuickBMS		\data\scripts\snakes_subsonic.bms		
Sneak In	2020	_Godot				
Sneak King	Page not found!	_QuickBMS		\data\scripts\blitz_games.bms		
Sniper Elite	2008	_Asura				
Sniper Elite 3	2005	_Asura				
Sniper Elite V2	2014	_Asura				
Sniper Elite V2 (Xbox 360)	2012	_QuickBMS	(StreamingSounds.asrBE)|	\data\scripts\sniper_elite_v2_x360.bms		
Sniper Elite: Nazi Zombie Army	2013	_Asura				
Sniper Elite: Nazi Zombie Army 2	2012	_Asura				
Sniper: Art of Victory	2012	_Chrome				
Sniper: Ghost Warrior	2010	_Chrome				
Sniper: Ghost Warrior 3	2017	_CryEngine				
Sniper: Path of Vengeance	2002	_LithTech				
SNKRX	2021	_ZIP	Love2D Engine Files (*.love; *.exe)|			
Snok		_GAUP	PAK Files (*.PAK)|			
Snow Drop	2002	_QuickBMS		\data\scripts\snowdrop.bms		
Snowy: Fish Frenzy	Page not found!	_QuickBMS		\data\scripts\snowy_fish_frenzy.bms		
So Blonde	2008	_QuickBMS		\data\scripts\soblonde.bms		
SOCOM 2	Page not found!	_QuickBMS		\data\scripts\socom2.bms		
SOCOM: COMBINED ASSAULT	Page not found!	_QuickBMS		\data\scripts\socom2.bms		
SOE Pirates: Constructible Strategy Game	Page not found!	_QuickBMS		\data\scripts\soe_pirates.bms		
Sogo Vego	2020	_Godot				
Sol Trigger	Page not found!	_QuickBMS		\data\scripts\sol_trigger.bms		
Solar Eclipse/Titan Wars (SATURN)	Page not found!	_QuickBMS	Crystal Dynamics Archive Type 5(BIGFILE.FOO -r BIGFILE -r TITAN.CLS)	\data\scripts\cdat05_twsaturn.bms		
Solar Rogue	2020	_Godot				
Soldier Front	2007	_QuickBMS		\data\scripts\special_force_mrg.bms		
Soldier of Fortune 	2000	_idTech				
Soldier of Fortune (PAK)	2000	_QuickBMS	All support (*.bundle -r *.pak)	\data\scripts\payday.bms		
Soldier of Fortune II: Double Helix 	2002	_idTech				
Soldier of Fortune Online	Page not found!	_QuickBMS		\data\scripts\soldier_fortune_online.bms		
Soldiers of Anarchy		_ZIP				
Soldiers: Heroes of World War 2	Page not found!	_ZIP	PAK file (*.pak)|			
Sonic & Sega All-Stars Racing	Page not found!	_QuickBMS		\data\scripts\sonic_sega_allstars.bms		
Sonic 2006	Page not found!	_QuickBMS		\data\scripts\sonic4.bms		
Sonic Adventure DX		_GAUP	DAT Files (*.DAT)|			
Sonic Forces	2017	_QuickBMS	PAC File (*.pac)|	\data\scripts\sfpac.bms		
Sonic Mania	2017	_QuickBMS		\data\scripts\sonic_mania_rsdk.bms		
Sonic Smackdown 		_Unreal4	0x26858B259CE85E55611B355CF193CDE2348FDCAC6D4ED97B6DA861BA539BD556			
Sonic The Hedgehog 4	Page not found!	_QuickBMS		\data\scripts\sonic2006.bms		
Sonic’s Schoolhouse	1996	_idTech				
SOS Final Escape	Page not found!	_QuickBMS		\data\scripts\disaster_report.bms		
Soul Calibur (iOS)	дата	_QuickBMS		\data\scripts\soul_calibur_ios.bms		
Soul Dance Party (alpha)		_Unreal4	0xD73873133904C2284B55F069B6F9F1DDD2E828632DC8D7A098505F871EFD7D70			
Soul Dossier		_Unreal4	0x359B4101D32B89F4DD55DCF45DDD480DC976B1D569E60511F525BFA0AEFFC85B			
Soul Eater: Battle Resonance	Page not found!	_QuickBMS		\data\scripts\seal_eater_fpk.bms		
Soul Edge	Page not found!	_QuickBMS		\data\scripts\soul_edge_bns.bms		
Soul Harvest	2017	_ZIP	Love2D Engine Files (*.love; *.exe)|			
Soul Order Online	2010	_QuickBMS		\data\scripts\soul_order_online.bms		
Soulcalibur 6		_Unreal4	0x51794E5444284273614E6C675F297132754F3936626C667A25744E4379232E67			
Source Filmmaker	2012	_Source				
Source SDK	2004	_Source				
South Winds games	Page not found!	_QuickBMS		\data\scripts\southwinds.bms		
Souths Park Rally	Page not found!	_QuickBMS		\data\scripts\south_park_rally_dc.bms		
Soviet Lunapark VR	2018	_Unreal4	0x6533567167534D68756150773735666D305064475A434E3341537770564F6B35			
Space 'n Lasers	2021	_Godot				
Space Engine (exoplanet catalog)		_ExoPlanet	SpaceEngine			
Space Engine (PAK)	2011	_ZIP	PAK file (*.pak)|			
Space Interceptor	Page not found!	_QuickBMS	dpk file (*.dpk)|	\data\scripts\DPK_DPK4.bms		
Space Rangers		_GAUP	DAT, PKG Files (*.DAT; *.PKG)|			
Space Strike	2007	_QuickBMS	imageblock.bin file (imageblock.bin)|	\data\scripts\fps_creator_imageblock.bms		
Space Trader		_ZIP				
Space Trader 	2007	_idTech				
space vanguard	2020	_Godot				
Sparkle	2007	_QuickBMS	paq file (*.paq)|	\data\scripts\10tons.bms		
Sparkle 2	2013	_QuickBMS	paq file (*.paq)|	\data\scripts\10tons.bms		
Sparkle Epic	Page not found!	_QuickBMS	paq file (*.paq)|	\data\scripts\10tons.bms		
Sparkle Unleashed	Page not found!	_QuickBMS	paq file (*.paq)|	\data\scripts\10tons.bms		
Spartacus Legends	2013	_QuickBMS		\data\scripts\spartacus_legends.bms		
Spartan Total Warrior (PS2)	Page not found!	_QuickBMS		\data\scripts\spartan_total_war.bms		
Spear of Destiny	1992	_idTech				
Special Force Online	Page not found!	_QuickBMS		\data\scripts\special_force_mrg.bms		
Special Forces 	2009	_LithTech				
Speed Challenge	Page not found!	_QuickBMS		\data\scripts\speed_challenge_cfg.bms		
Speedway Liga	2009	_Chrome				
Spell of Gold		_GAUP	JDR, JSR, JTR Files (*.JDR; *.JSR; *.JTR)|			
Spellbreak	2020	_Unreal4	0x1EF76216B7C1AC2691CE90AF93B3710F856CC589D87A02849E0F213EED3C86B5			
SpellForce Order of Dawn		_GAUP	MAP, PAK Files (*.MAP; *.PAK)|			
Sphinx	Page not found!	_QuickBMS		\data\scripts\gforce.bms		
Spider Man	2001	_QuickBMS		\data\scripts\spiderman_hedwad.bms		
Spider Man (PS2)	2001	_QuickBMS		\data\scripts\spiderman_vbc.bms		
Spider Man 2	Page not found!	_QuickBMS	PAK file (*.pak)|	\data\scripts\spiderman2.bms		
Spider Man 2 (PS2)	Page not found!	_QuickBMS		\data\scripts\spiderman_2_ps2.bms		
Spider Man 2 (Xbox)	Page not found!	_QuickBMS		\data\scripts\wavebk_wbk.bms		
Spider Man Web Of Shadows	Page not found!	_QuickBMS		\data\scripts\spiderman_web_shadows.bms		
Spider-Man (2002) (PS2)	Page not found!	_QuickBMS		\data\scripts\spiderman_st2.bms		
Spider-Man 2: Enter Electro	Page not found!	_QuickBMS		\data\scripts\spiderman2_hedwad.bms		
Spike Girls (SGP)	Page not found!	_QuickBMS		\data\scripts\spikegirls.bms		
SpinTires	2014	_QuickBMS		\data\scripts\spintires.bms		
Spirit of Revenge - Vendel Games	Page not found!	_QuickBMS		\data\scripts\spirit_of_revenge.bms		
Spirit of Speed 1937	1999	_QuickBMS		\data\scripts\spirit_of_speed_1937.bms		
Spiritlands	2018	_Construct				
Splatoon (SARC)	2015	_QuickBMS		\data\scripts\splatoon_sarc.bms		
Splinter Cell: Conviction	Page not found!	_QuickBMS	SPK File (*.spk)|	\data\scripts\extract_spk.bms		
Split Second	2010	_QuickBMS		\data\scripts\splitsecond.bms		
Splitgate / Portalwars		_Unreal4	0xD73A797940208F2FB29256BE81A7CBC7B74CBF899441BB277F357F7F4577DBBB			
SpongeBob Squarepants: Creature from the Krusty Krab	Page not found!	_QuickBMS		\data\scripts\blitz_games.bms		
SpongeBob SquarePants: Employee of the Month (OMT)	2002	_QuickBMS		\data\scripts\spongebob_omf2.bms		
SpongeBob SquarePants: Plankton Robotic Revenge	Page not found!	_QuickBMS		\data\scripts\spongebob_plankton.bms		
SpongeBob Squigglepants	Page not found!	_QuickBMS		\data\scripts\spongebob_dvol.bms		
SpongeBob Surf & Skate Roadtrip	Page not found!	_QuickBMS		\data\scripts\spongebob_roadtrip.bms		
SpongeBob: Boating Bash	Page not found!	_QuickBMS		\data\scripts\spongebob_boating_bash.bms		
Spongebob: The Yellow Aveger	Page not found!	_QuickBMS		\data\scripts\spongebob_aveger.bms		
Spooky Cats	2015	_Construct				
Spookyard	2020	_ZIP	Love2D Engine Files (*.love; *.exe)|			
Sports Cart GT (MAS)	Page not found!	_QuickBMS		\data\scripts\mb12cddvd.bms		
Sprout Games	Page not found!	_QuickBMS		\data\scripts\sprout_games.bms		
Spy vs. Spy (2005) (PS2)	Page not found!	_QuickBMS		\data\scripts\spy_vs_spy_ps2.bms		
Spyhunter	Page not found!	_QuickBMS		\data\scripts\spyhunter.bms		
Spyro	Page not found!	_QuickBMS		\data\scripts\gforce.bms		
Squad	2020	_Unreal4	0xBC0C07592D6B17BAB88B83A68583A053A6D9A0450CB54ABF5C231DBA59A7466B			
SquareWorld	2018	_ZIP	Love2D Engine Files (*.love; *.exe)|			
SquareWorld Unpixeled	2018	_ZIP	Love2D Engine Files (*.love; *.exe)|			
Stacker Puzzle	2020	_Godot				
Stacking	2011	_QuickBMS		\data\scripts\stacking.bms		
Staem (CFS)	Page not found!	_QuickBMS	cfs file (*.cfs)|	\data\scripts\c9.bms		
Staff Only	2020	_Godot				
Standofood		_GAUP	MJP Files (*.MJP)|			
Standofood 3	Page not found!	_QuickBMS	bfg file (*.bfg)|	\data\scripts\bigfishgames81.bms		
Star Assault	2007	_QuickBMS	Gamestudio WRS File (*.wrs)|	\data\scripts\gamestudio.bms		
Star Defender 4/3вездный 3ащитник 4	Page not found!	_QuickBMS		\data\scripts\stardefender4.bms		
Star Fox Zero DAT	Page not found!	_QuickBMS	DAT File (*.dat)|	\data\scripts\star_fox_zero_dat.bms		
Star Heritage 1		_GAUP	BPK Files (*.BPK)|			
Star Nomad	2014	_Construct				
Star Nomad 2	2015	_Construct				
Star Ocean	Page not found!	_QuickBMS		\data\scripts\slz.bms		
Star Ocean 2	Page not found!	_QuickBMS		\data\scripts\star_ocean_kcpa.bms		
Star Prospector	2011	_QuickBMS		\data\scripts\star_prospector.bms		
Star Seeker in: the Secret of the Sorcerous Standoff	2020	_ZIP	Love2D Engine Files (*.love; *.exe)|			
Star Sky	2015	_Construct				
Star Sky 2	2016	_Construct				
Star Squadron: Student Driver	2021	_Godot				
Star Trek (BOTF, SND)	2013	_QuickBMS	SND File (*.snd)|	\data\scripts\Star_Trek_(BOTF)_SND.bms		
Star Trek Online (HOGG)	2010	_QuickBMS	hogg file (*.hogg)|	\data\scripts\hogg.bms		
Star Trek: 25th Anniversary	1992	_QuickBMS		\data\scripts\startrek25.bms		
Star Trek: Birth Of The Federation (SND)	Page not found!	_QuickBMS	SND File (*.snd)|	\data\scripts\SND_2.bms		
Star Trek: Elite Force II 	2003	_idTech				
Star Trek: Judgement Rights	Page not found!	_QuickBMS		\data\scripts\star_trek_interplay.bms		
Star Wars Episode 1: The Phantom Menace (LAB)	1999	_QuickBMS		\data\scripts\LAB_LABN.bms		
Star Wars: Battle for Naboo	Page not found!	_QuickBMS		\data\scripts\Battle_for_Naboo_BIN.bms		
Star Wars: Battlefront	2015	_FrostBite	3			
Star Wars: Battlefront II	2017	_FrostBite	3			
Star Wars: Battlefront III	Page not found!	_QuickBMS		\data\scripts\swbf3.bms		
Star Wars: Battlefront: Renegade Squadron(PSP)	2006	_Asura				
Star Wars: Empire at War [DEMO]		_GAUP	MEG Files (*.MEG)|			
Star Wars: Galactic Battlegrounds	2001	_QuickBMS		\data\scripts\ensemble_studios_drs.bms		
Star Wars: Knights Of The Old Republic	2003	_Aurora				
Star Wars: Knights Of The Old Republic 2	2004	_Aurora				
Star Wars: Obi-Wan	Page not found!	_QuickBMS		\data\scripts\starwars_obiwan_tx.bms		
Star Wars: Rebels. Recon missions (OBB)	Page not found!	_QuickBMS		\data\scripts\star_wars_rebels_obb.bms		
Star Wars: Republic Commando		_GAUP	CTM, CTS, U, UAX, UKX, UPX, USX, UTX Files (*.CTM; *.CTS; *.U; *.UAX; *.UKX; *.UPX; *.USX; *.UTX)|			
Star Wars: Rogue Leader II	2001	_QuickBMS		\data\scripts\factor5.bms		
Star Wars: Rogue Squadron III	2003	_QuickBMS		\data\scripts\factor5.bms		
Star Wars: Squadrons	2020	_FrostBite	3			
Star Wars: Super Bombad Racing	2001	_QuickBMS		\data\scripts\sw_super_bombad_racing.bms		
Star Wars: The Clone Wars - Repulic Heroes	Page not found!	_QuickBMS	RKV File (*.rkv)|	\data\scripts\rkv.bms		
Star Wars: The Clone Wars (Xbox) (ZWP)	2003	_QuickBMS		\data\scripts\nork.bms		
Star Wars: The Force Unleashed	Page not found!	_QuickBMS	LP File (*.lp)|	\data\scripts\swtfu.bms		
Star Wars: The Force Unleashed II (Xbox 360)	Page not found!	_QuickBMS	LP File (*.lp)|	\data\scripts\star_wars_lp.bms		
Star Wars: The Old Republic (MYP)	2011	_QuickBMS		\data\scripts\swtor.bms		
STAR WARS™ Jedi Knight II: Jedi Outcast™	2002	_idTech				
STAR WARS™ Jedi Knight: Jedi Academy™	2003	_idTech				
Star Wolves	2004	_ZIP	dat file (*.dat)|			
Starbound	2016	_QuickBMS		\data\scripts\starbound.bms		
StarCraft	1998	_QuickBMS	Blizzard MPQ File (*.mpq;*.exe;*.S2MA;*.SC2Data;*.SC2Map;*.SC2Mod;*.SC2Assets;*.SC2Archive;*.mpqe)|	\data\wcx\TotalObserver.wcx		
Starcraft II	2010	_QuickBMS	Blizzard MPQ File (*.mpq;*.exe;*.S2MA;*.SC2Data;*.SC2Map;*.SC2Mod;*.SC2Assets;*.SC2Archive;*.mpqe)|	\data\wcx\TotalObserver.wcx		
StargateZ	Page not found!	_QuickBMS		\data\scripts\warinc.bms		
Stargaze Framework (PACK)	Page not found!	_QuickBMS		\data\scripts\sfgp.bms		
Stargazer program	2018	_ZIP	Love2D Engine Files (*.love; *.exe)|			
Starlancer	2000	_QuickBMS	big file (*.big)|	\data\scripts\BIG_BIGF.bms		
Starlancer		_GAUP	HOG Files (*.HOG)|			
Starmageddon	Page not found!	_QuickBMS	dpk file (*.dpk)|	\data\scripts\DPK_DPK4.bms		
StarPrey	2020	_Godot				
Starsiege: TRIBES		_GAUP	TED, VOL Files (*.TED; *.VOL)|			
Starsky And Hutch (WAD)	2003	_QuickBMS	wad file (*.wad)|	\data\scripts\WAD_AFHI.bms		
StarStruck	2021	_Godot				
StarSword	Page not found!	_QuickBMS	grp file (*.grp)|	\data\scripts\deadlystars_starsword.bms		
State of Decay	2013	_ZIP	PAK file (*.pak)|			
Steam VZa package archive	Page not found!	_QuickBMS	#Note: move to archive menu	\data\scripts\steam_vza.bms		
Steel Storm: A.M.M.O.	2013	_idTech				
Steel Storm: Burning Retribution	2011	_idTech				
Steep	2016	_Anvil				
StellarHub	2017	_Godot				
StepMania		_ZIP				
Stick Knight Takes Over the Universe	2020	_Godot				
Still Life		_GAUP	CMO, NMO, SL Files (*.CMO; *.NMO; *.SL)|			
Still Life 2	2009	_QuickBMS		\data\scripts\stillife2.bms		
Stoked: Big Air Edition	Page not found!	_QuickBMS		\data\scripts\stoked_sqp.bms		
Stolen	2005	_QuickBMS		\data\scripts\stolen.bms		
StoneChess	Page not found!	_QuickBMS	(data.scp)|	\data\scripts\stonechess.bms		
Stonekeep	1995	_SAU				
StormCE	Page not found!	_QuickBMS		\data\scripts\stormce.bms		
Story of Fairy Place	2007	_QuickBMS		\data\scripts\cakeshop.bms		
Strange Cases: The Secret of Grey Mist Lake	Page not found!	_QuickBMS	PFP File (*.pfp)|	\data\scripts\strimko.bms		
Stranger		_ZIP				
Street Fighter	1988	_QuickBMS		\data\scripts\sfex3_arika.bms		
Street Fighter 30th Anniversary Collection	Page not found!	_QuickBMS		\data\scripts\sf30_mbundle.bms		
Street Fighter V	2016	_Unreal4	0x5F6153346D665A4B384D3573354B5743324C7A325673466E474B4937617A676C			
